,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,id,Текст,views.count,likes.count,reposts.count,type,link,post_id,parents_stack,Район,Street,Score,Numbers,initial_street,Toponims,full_street_name,location_options,addr_to_geocode,only_full_street_name,Location,geometry,other_geo_obj,geo_obj_tag,cats,probs
298,865,865,3533,17679,2022-10-22 16:53:31,28884,"Скажите, а кому обратиться насчёт деревьев между Софией и Димитрова, а то там просто погибают деревья((( несколько засохли, тк стоят в воде(( берег обваливается всё больше и больше (скоро до дорожки дойдёт) Очень жалко смотреть((  Подскажите, к кому с этим обратиться",,0,,comment,,28874.0,,Фрунзенский,димитрова,,,Димитрова,,улица Димитрова  Санкт-Петербург Россия,['улица Димитрова  Санкт-Петербург Россия'],улица Димитрова  Санкт-Петербург Россия,улица Димитрова,"улица Димитрова, Купчино, Георгиевский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192239, Россия",POINT (30.3764291 59.845765),,street,Дороги,0.979
299,866,866,3536,17682,2022-10-24 12:01:40,28921,Осенний уход не получили саженцы во дворе домов по Бухарестской 94 корпуса 3 -4. Обещали что каждый ствол заботливые руки садовников обернут в месте подвязки холстиной и закрепят шпагатом на два кола. Это придаст молодым деревцам устойчивость во время осенних бурь и зимних снегопадов. Вот результат работы. Укрепили два мёртвых дерева.,,0,,comment,,28874.0,,Фрунзенский,бухарестской,0.983,94,Бухарестской,,Бухарестская улица 94 Санкт-Петербург Россия,['Бухарестская улица 94 Санкт-Петербург Россия'],Бухарестская улица 94 Санкт-Петербург Россия,Бухарестская улица,"94 к4, Бухарестская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192286, Россия",POINT (30.394082290696538 59.862296349999994),,street,Дороги,0.979
300,867,867,3542,17688,2022-10-24 15:24:50,28933,"Добрый вечер! Скажите пожалуйста, а куда ускакали саженцы от новых асфальтовых дорожек возле детского сада по Турку 22/6? Только порадовались, какую красоту будут сажать - как остались одни ямы...",,0,,comment,,28874.0,,Фрунзенский,турку,,226,Турку,,улица Турку 226 Санкт-Петербург Россия,['улица Турку 226 Санкт-Петербург Россия'],улица Турку 226 Санкт-Петербург Россия,улица Турку,"улица Турку, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192241, Россия",POINT (30.394708 59.8676094),,street,Обращение с отходами,0.852
301,868,868,3578,17724,2022-10-20 13:12:48,28787,"а старые плиты от дорожек обещал Швец П.Е. уложить между гимназии 295 и домом Славы 40 к 6, ждем.....",,0,,comment,,28784.0,,Фрунзенский,славы,0.929,40,Славы,,проспект Славы 40 Санкт-Петербург Россия,['проспект Славы 40 Санкт-Петербург Россия'],проспект Славы 40 Санкт-Петербург Россия,проспект Славы,"Лавка сантехника, 40 к1, проспект Славы, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192238, Россия",POINT (30.3962377 59.860721),,street,Другое,0.889
314,881,881,3695,17841,2022-10-18 10:36:54,28729,"Здравствуйте,выражаю МО 72 огромную благодарность за пешеходные дорожки на Софийской,два раза в день мой путь проходит по этому пути и я мысленно благодарю всех причастных,сейчас, когда дожди, это особенно ощущается,спасибо))",,6,,comment,,28715.0,,Фрунзенский,софийской,,,Софийской,,"Софийская площадь  Санкт-Петербург Россия,Софийская улица  Санкт-Петербург Россия","['Софийская площадь  Санкт-Петербург Россия', 'Софийская улица  Санкт-Петербург Россия']",Софийская площадь  Санкт-Петербург Россия,Софийская площадь,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Дороги,0.968
315,882,882,3695,17841,2022-10-18 10:36:54,28729,"Здравствуйте,выражаю МО 72 огромную благодарность за пешеходные дорожки на Софийской,два раза в день мой путь проходит по этому пути и я мысленно благодарю всех причастных,сейчас, когда дожди, это особенно ощущается,спасибо))",,6,,comment,,28715.0,,Фрунзенский,софийской,,,Софийской,,"Софийская площадь  Санкт-Петербург Россия,Софийская улица  Санкт-Петербург Россия","['Софийская площадь  Санкт-Петербург Россия', 'Софийская улица  Санкт-Петербург Россия']",Софийская площадь  Санкт-Петербург Россия,Софийская улица,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Дороги,0.814
316,883,883,3695,17841,2022-10-18 10:36:54,28729,"Здравствуйте,выражаю МО 72 огромную благодарность за пешеходные дорожки на Софийской,два раза в день мой путь проходит по этому пути и я мысленно благодарю всех причастных,сейчас, когда дожди, это особенно ощущается,спасибо))",,6,,comment,,28715.0,,Фрунзенский,софийской,,,Софийской,,"Софийская площадь  Санкт-Петербург Россия,Софийская улица  Санкт-Петербург Россия","['Софийская площадь  Санкт-Петербург Россия', 'Софийская улица  Санкт-Петербург Россия']",Софийская улица  Санкт-Петербург Россия,Софийская площадь,"Софийская улица, Шушары, Санкт-Петербург, Северо-Западный федеральный округ, 192287, Россия",POINT (30.4471681 59.8204097),,street,Другое,0.99
317,884,884,3695,17841,2022-10-18 10:36:54,28729,"Здравствуйте,выражаю МО 72 огромную благодарность за пешеходные дорожки на Софийской,два раза в день мой путь проходит по этому пути и я мысленно благодарю всех причастных,сейчас, когда дожди, это особенно ощущается,спасибо))",,6,,comment,,28715.0,,Фрунзенский,софийской,,,Софийской,,"Софийская площадь  Санкт-Петербург Россия,Софийская улица  Санкт-Петербург Россия","['Софийская площадь  Санкт-Петербург Россия', 'Софийская улица  Санкт-Петербург Россия']",Софийская улица  Санкт-Петербург Россия,Софийская улица,"Софийская улица, Шушары, Санкт-Петербург, Северо-Западный федеральный округ, 192287, Россия",POINT (30.4471681 59.8204097),,street,Другое,0.885
318,885,885,3723,17869,2022-10-18 06:11:11,28724,"Спасибо за информацию! Хорошо бы, ещё показать пути объезда. И на перекрёстке с Димитрова на Софийскую, хотя бы временно, организовать ""поворот налево""...  Иначе, пр. Славы может ""встать в пробке"".",,0,,comment,,28653.0,,Фрунзенский,славы,0.986,,Славы,проспект,проспект Славы  Санкт-Петербург Россия,['проспект Славы  Санкт-Петербург Россия'],проспект Славы  Санкт-Петербург Россия,проспект Славы,"проспект Славы, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192249, Россия",POINT (30.416628 59.866186),,street,ЖКХ,0.509
319,886,886,3729,17875,2022-10-15 13:46:31,28702,"У адреса Софийская 35 8 корпусов и ни одной детской площадки 🤷‍♀️ Одна была - разрушили и ничего в замен за 8 лет не построили. Поэтому прошу взять во внимание , Софийская 43 это далеко не 35 и адресу Софийская 35 нужна хотя бы одна детская площадка, а не скамеечки для собачников, которые за своими собаками редко убирают и поэтому детей даже на травку не отпустить погулять, что бы не вляпались ни куда",,2,,comment,,28640.0,,Фрунзенский,софийская,0.995,35,Софийская,,"Софийская площадь 35 Санкт-Петербург Россия,Софийская улица 35 Санкт-Петербург Россия","['Софийская площадь 35 Санкт-Петербург Россия', 'Софийская улица 35 Санкт-Петербург Россия']",Софийская площадь 35 Санкт-Петербург Россия,Софийская площадь,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,ЖКХ,0.874
320,887,887,3729,17875,2022-10-15 13:46:31,28702,"У адреса Софийская 35 8 корпусов и ни одной детской площадки 🤷‍♀️ Одна была - разрушили и ничего в замен за 8 лет не построили. Поэтому прошу взять во внимание , Софийская 43 это далеко не 35 и адресу Софийская 35 нужна хотя бы одна детская площадка, а не скамеечки для собачников, которые за своими собаками редко убирают и поэтому детей даже на травку не отпустить погулять, что бы не вляпались ни куда",,2,,comment,,28640.0,,Фрунзенский,софийская,0.995,35,Софийская,,"Софийская площадь 35 Санкт-Петербург Россия,Софийская улица 35 Санкт-Петербург Россия","['Софийская площадь 35 Санкт-Петербург Россия', 'Софийская улица 35 Санкт-Петербург Россия']",Софийская площадь 35 Санкт-Петербург Россия,Софийская улица,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,ЖКХ,0.874
321,888,888,3729,17875,2022-10-15 13:46:31,28702,"У адреса Софийская 35 8 корпусов и ни одной детской площадки 🤷‍♀️ Одна была - разрушили и ничего в замен за 8 лет не построили. Поэтому прошу взять во внимание , Софийская 43 это далеко не 35 и адресу Софийская 35 нужна хотя бы одна детская площадка, а не скамеечки для собачников, которые за своими собаками редко убирают и поэтому детей даже на травку не отпустить погулять, что бы не вляпались ни куда",,2,,comment,,28640.0,,Фрунзенский,софийская,0.995,35,Софийская,,"Софийская площадь 35 Санкт-Петербург Россия,Софийская улица 35 Санкт-Петербург Россия","['Софийская площадь 35 Санкт-Петербург Россия', 'Софийская улица 35 Санкт-Петербург Россия']",Софийская улица 35 Санкт-Петербург Россия,Софийская площадь,"35 к6 литБ, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.40019524999999 59.874512949999996),,street,ЖКХ,0.874
322,889,889,3729,17875,2022-10-15 13:46:31,28702,"У адреса Софийская 35 8 корпусов и ни одной детской площадки 🤷‍♀️ Одна была - разрушили и ничего в замен за 8 лет не построили. Поэтому прошу взять во внимание , Софийская 43 это далеко не 35 и адресу Софийская 35 нужна хотя бы одна детская площадка, а не скамеечки для собачников, которые за своими собаками редко убирают и поэтому детей даже на травку не отпустить погулять, что бы не вляпались ни куда",,2,,comment,,28640.0,,Фрунзенский,софийская,0.995,35,Софийская,,"Софийская площадь 35 Санкт-Петербург Россия,Софийская улица 35 Санкт-Петербург Россия","['Софийская площадь 35 Санкт-Петербург Россия', 'Софийская улица 35 Санкт-Петербург Россия']",Софийская улица 35 Санкт-Петербург Россия,Софийская улица,"35 к6 литБ, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.40019524999999 59.874512949999996),,street,ЖКХ,0.874
340,907,907,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",Рыбацкий мост  Санкт-Петербург Россия,Рыбацкий мост,"Рыбацкий мост, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192076, Россия",POINT (30.5199454 59.8348967),,street,ЖКХ,0.549
341,908,908,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое,"Рыбацкий мост, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192076, Россия",POINT (30.5199454 59.8348967),,street,ЖКХ,0.549
342,909,909,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",Рыбацкий мост  Санкт-Петербург Россия,Рыбацкий проспект,"Рыбацкий мост, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192076, Россия",POINT (30.5199454 59.8348967),,street,ЖКХ,0.549
343,910,910,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий мост,"дорога в Рыбацкое, деревня Рыбацкое, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 195043, Россия",POINT (30.4888731 59.9933692),,street,ЖКХ,0.549
344,911,911,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",дорога в Рыбацкое  Санкт-Петербург Россия,дорога в Рыбацкое,"дорога в Рыбацкое, деревня Рыбацкое, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 195043, Россия",POINT (30.4888731 59.9933692),,street,Дороги,0.315
345,912,912,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект,"дорога в Рыбацкое, деревня Рыбацкое, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 195043, Россия",POINT (30.4888731 59.9933692),,street,ЖКХ,0.732
346,913,913,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",Рыбацкий проспект  Санкт-Петербург Россия,Рыбацкий мост,"Рыбацкий проспект, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192076, Россия",POINT (30.5154975 59.8375656),,street,ЖКХ,0.732
347,914,914,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",Рыбацкий проспект  Санкт-Петербург Россия,дорога в Рыбацкое,"Рыбацкий проспект, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192076, Россия",POINT (30.5154975 59.8375656),,street,ЖКХ,0.732
348,915,915,3844,17990,2022-10-09 18:59:41,28570,"Хорошо,что на резину для детских площадок не хватит) Сегодня гуляли в Рыбацком.Все детские площадки сделаны на грунтовке-Прекрасно! Почему наш район запечатывают в резину?? Потому что это дороже?",,3,,comment,,28482.0,,Фрунзенский,рыбацком,,,Рыбацком,,"Рыбацкий мост  Санкт-Петербург Россия,дорога в Рыбацкое  Санкт-Петербург Россия,Рыбацкий проспект  Санкт-Петербург Россия","['Рыбацкий мост  Санкт-Петербург Россия', 'дорога в Рыбацкое  Санкт-Петербург Россия', 'Рыбацкий проспект  Санкт-Петербург Россия']",Рыбацкий проспект  Санкт-Петербург Россия,Рыбацкий проспект,"Рыбацкий проспект, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192076, Россия",POINT (30.5154975 59.8375656),,street,ЖКХ,0.732
362,929,929,3862,18008,2022-10-07 20:01:59,28525,На софийской 55 площадка просто необходима!!!,,0,,comment,,28467.0,,Фрунзенский,софийской,0.978,55,софийской,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская площадь 55 Санкт-Петербург Россия,Софийская площадь,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Другое,0.849
363,930,930,3862,18008,2022-10-07 20:01:59,28525,На софийской 55 площадка просто необходима!!!,,0,,comment,,28467.0,,Фрунзенский,софийской,0.978,55,софийской,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская площадь 55 Санкт-Петербург Россия,Софийская улица,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Обращение с отходами,0.495
364,931,931,3862,18008,2022-10-07 20:01:59,28525,На софийской 55 площадка просто необходима!!!,,0,,comment,,28467.0,,Фрунзенский,софийской,0.978,55,софийской,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская улица 55 Санкт-Петербург Россия,Софийская площадь,"Софийская улица, 55, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.4097586 59.8693344),,street,Обращение с отходами,0.495
365,932,932,3862,18008,2022-10-07 20:01:59,28525,На софийской 55 площадка просто необходима!!!,,0,,comment,,28467.0,,Фрунзенский,софийской,0.978,55,софийской,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская улица 55 Санкт-Петербург Россия,Софийская улица,"Софийская улица, 55, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.4097586 59.8693344),,street,Обращение с отходами,0.495
366,933,933,3865,18011,2022-10-13 10:13:13,28645,"Ничего она не болталась. Хватит сказки рассказывать. С ребенком с удовольствием там ползали. Вы мастера убирать, а строить? Одну новую площадку сделали на Бухарестской и все… а шуму то было. Да у на той уже барашка сломали.",,0,,comment,,28467.0,,Фрунзенский,бухарестской,,,Бухарестской,,Бухарестская улица  Санкт-Петербург Россия,['Бухарестская улица  Санкт-Петербург Россия'],Бухарестская улица  Санкт-Петербург Россия,Бухарестская улица,"Бухарестская улица, Александровский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192289, Россия",POINT (30.4226812 59.8298974),,street,Обращение с отходами,0.495
367,934,934,3886,18032,2022-11-07 17:26:38,29328,"Подскажите, кому принадлежит территория перед фитнес хаусом на Пражской и за территорией невского фронта.Там  паркуются автомобили, в сторону Софийской не пройти, ямы, грязь. Асфальта нет. Освещения нет.",,1,,comment,,28435.0,,Фрунзенский,пражской,,,Пражской,,Пражская улица  Санкт-Петербург Россия,['Пражская улица  Санкт-Петербург Россия'],Пражская улица  Санкт-Петербург Россия,Пражская улица,"Пражская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192071, Россия",POINT (30.3886594 59.8745003),,street,Другое,0.816
369,936,936,3892,18038,2022-11-07 17:31:13,29330,Ждем синенькую полоску асфальта на Софийской 43 с нетерпением до снега,,2,,comment,,28435.0,,Фрунзенский,софийской,0.993,43,Софийской,,"Софийская площадь 43 Санкт-Петербург Россия,Софийская улица 43 Санкт-Петербург Россия","['Софийская площадь 43 Санкт-Петербург Россия', 'Софийская улица 43 Санкт-Петербург Россия']",Софийская площадь 43 Санкт-Петербург Россия,Софийская площадь,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Другое,0.816
370,937,937,3892,18038,2022-11-07 17:31:13,29330,Ждем синенькую полоску асфальта на Софийской 43 с нетерпением до снега,,2,,comment,,28435.0,,Фрунзенский,софийской,0.993,43,Софийской,,"Софийская площадь 43 Санкт-Петербург Россия,Софийская улица 43 Санкт-Петербург Россия","['Софийская площадь 43 Санкт-Петербург Россия', 'Софийская улица 43 Санкт-Петербург Россия']",Софийская площадь 43 Санкт-Петербург Россия,Софийская улица,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Другое,0.816
371,938,938,3892,18038,2022-11-07 17:31:13,29330,Ждем синенькую полоску асфальта на Софийской 43 с нетерпением до снега,,2,,comment,,28435.0,,Фрунзенский,софийской,0.993,43,Софийской,,"Софийская площадь 43 Санкт-Петербург Россия,Софийская улица 43 Санкт-Петербург Россия","['Софийская площадь 43 Санкт-Петербург Россия', 'Софийская улица 43 Санкт-Петербург Россия']",Софийская улица 43 Санкт-Петербург Россия,Софийская площадь,"Софийская улица, 43, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.4044966 59.8729027),,street,Другое,0.992
372,939,939,3892,18038,2022-11-07 17:31:13,29330,Ждем синенькую полоску асфальта на Софийской 43 с нетерпением до снега,,2,,comment,,28435.0,,Фрунзенский,софийской,0.993,43,Софийской,,"Софийская площадь 43 Санкт-Петербург Россия,Софийская улица 43 Санкт-Петербург Россия","['Софийская площадь 43 Санкт-Петербург Россия', 'Софийская улица 43 Санкт-Петербург Россия']",Софийская улица 43 Санкт-Петербург Россия,Софийская улица,"Софийская улица, 43, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.4044966 59.8729027),,street,Другое,0.992
373,940,940,3902,18048,2022-10-04 14:26:18,28418,Когда же до нашего двора Софийская 55 очередь дойдёт?,,1,,comment,,28408.0,,Фрунзенский,софийская,0.994,55,Софийская,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская площадь 55 Санкт-Петербург Россия,Софийская площадь,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Другое,0.992
374,941,941,3902,18048,2022-10-04 14:26:18,28418,Когда же до нашего двора Софийская 55 очередь дойдёт?,,1,,comment,,28408.0,,Фрунзенский,софийская,0.994,55,Софийская,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская площадь 55 Санкт-Петербург Россия,Софийская улица,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Другое,0.992
375,942,942,3902,18048,2022-10-04 14:26:18,28418,Когда же до нашего двора Софийская 55 очередь дойдёт?,,1,,comment,,28408.0,,Фрунзенский,софийская,0.994,55,Софийская,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская улица 55 Санкт-Петербург Россия,Софийская площадь,"Софийская улица, 55, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.4097586 59.8693344),,street,Обращение с отходами,0.554
376,943,943,3902,18048,2022-10-04 14:26:18,28418,Когда же до нашего двора Софийская 55 очередь дойдёт?,,1,,comment,,28408.0,,Фрунзенский,софийская,0.994,55,Софийская,,"Софийская площадь 55 Санкт-Петербург Россия,Софийская улица 55 Санкт-Петербург Россия","['Софийская площадь 55 Санкт-Петербург Россия', 'Софийская улица 55 Санкт-Петербург Россия']",Софийская улица 55 Санкт-Петербург Россия,Софийская улица,"Софийская улица, 55, Софийская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192236, Россия",POINT (30.4097586 59.8693344),,street,Дороги,0.966
377,944,944,3976,18122,2022-10-01 19:04:09,28338,Отдельное спасибо за дорожку между садиком 77 и домом Софийская 43/4!  Так приятно и удобно теперь ходить ребятам в школу и садик! Мы все очень рады этим изменениям и очень благодарны Вам!❤️,,3,,comment,,28314.0,,Фрунзенский,софийская,0.994,43,Софийская,,"Софийская площадь 43 Санкт-Петербург Россия,Софийская улица 43 Санкт-Петербург Россия","['Софийская площадь 43 Санкт-Петербург Россия', 'Софийская улица 43 Санкт-Петербург Россия']",Софийская площадь 43 Санкт-Петербург Россия,Софийская площадь,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Дороги,0.996
378,945,945,3976,18122,2022-10-01 19:04:09,28338,Отдельное спасибо за дорожку между садиком 77 и домом Софийская 43/4!  Так приятно и удобно теперь ходить ребятам в школу и садик! Мы все очень рады этим изменениям и очень благодарны Вам!❤️,,3,,comment,,28314.0,,Фрунзенский,софийская,0.994,43,Софийская,,"Софийская площадь 43 Санкт-Петербург Россия,Софийская улица 43 Санкт-Петербург Россия","['Софийская площадь 43 Санкт-Петербург Россия', 'Софийская улица 43 Санкт-Петербург Россия']",Софийская площадь 43 Санкт-Петербург Россия,Софийская улица,"Софийская площадь, София, Пушкин, Санкт-Петербург, Северо-Западный федеральный округ, Россия",POINT (30.393819703189873 59.7052558),,street,Обращение с отходами,0.998
