;Unnamed: 0;date;text;label_cat;loc_dist;loc_for_geocoding;source;source_cf;latitude;longitude;geometry;index_right;NAME
1320;12091.0;2022-03-23;По адресу улица Стасовой д.6 вдоль всего дома множественные повреждения асфальтового покрытия;Дороги;Красногвардейский;Стасовой ул 6, Санкт-Петербург;ПОС;1.0;60.0760847;30.3351063;POINT (30.3351063 60.0760847);30.0;Парголово
1321;12092.0;2022-03-23;Яма на дороге мешает проезду;Дороги;Выборгский;Тореза пр-т 43, Санкт-Петербург;ПОС;1.0;59.8282086;30.401399;POINT (30.401399 59.8282086);87.0;Балканский
1322;12093.0;2022-03-23;Две ямы в асфальтовом покрытии достаточно глубокие, чтобы считать их провалами, во внутридворовом проезде между домами по адресу СПб., ул.Учительская д.3. корп.2 и ул.Учительская д.2 (ПУ №107);Дороги;Калининский;Учительская ул 3к2, Санкт-Петербург;ПОС;1.0;59.9650299;30.3260447;POINT (30.3260447 59.9650299);68.0;Посадский
1323;12094.0;2022-03-23;Дорога ведущая к д. 51 по Кингисеппскому ш. находится в ужасном состоянии. На дороге выбоины и ямы.;Дороги;Красносельский;Кингисеппское ш 51, Санкт-Петербург;ПОС;1.0;59.8683168;30.3806284;POINT (30.3806284 59.8683168);9.0;Купчино
1324;12095.0;2022-03-23;очень много ям на дороге к Ашану и Леруа Мерлен. Чтобы проехать к Фитнес Хаусу нужно преодолеть полосу препятствий.;Дороги;Калининский;Культуры пр-т 41, Санкт-Петербург;ПОС;1.0;59.8587879;30.1639173;POINT (30.1639173 59.8587879);27.0;Южно-Приморский
1326;12097.0;2022-03-23;Ямы на дорогах. Годами не ремонтируют дорогу.;Дороги;Пушкинский;Пушкинская ул 12Б, Санкт-Петербург;ПОС;1.0;59.7474329;30.3674775;POINT (30.3674775 59.7474329);23.0;Шушары
1327;12098.0;2022-03-23;Добрый день, требуется ямочный ремонт асфальта 1 кв.м.;Дороги;Пушкинский;;ПОС;1.0;59.859746;30.3674737;POINT (30.3674737 59.859746);9.0;Купчино
1328;12099.0;2022-03-23;Вся дорога в ямах и ухабинах.;Дороги;Пушкинский;Первомайская ул, Санкт-Петербург;ПОС;1.0;59.9305596;30.3462929;POINT (30.3462929 59.9305596);75.0;Владимирский
1329;12101.0;2022-03-23;Ледяные наросты более 25см;Дороги;Выборгский;;ПОС;1.0;59.9074296;30.4833514;POINT (30.4833514 59.9074296);105.0;Оккервиль
1330;12102.0;2022-03-23;Во дворах на Ленинском пр.,д.93 к.2 сделана очень широкая дорога, машины стоят в 2 ряда и нет нормальных тротуаров, выложены кривые пешеходные дорожки, шириной 50см, где двоим не разойтись, пожилые люди могут переломать ноги. Примите пожалуйста меры.;Дороги;Красносельский;Ленинский пр-т 93к2, Санкт-Петербург;ПОС;1.0;59.9209266;30.3467992;POINT (30.3467992 59.9209266);75.0;Владимирский
1331;12107.0;2022-03-23;Дорога находится в плохом состоянии. На дороге асфальт провалился, есть ямы.;Дороги;Выборгский;Горское ш, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1332;12108.0;2022-03-23;Придорожная аллея, вся улица в ямах.;Дороги;Выборгский;Придорожная ал, Санкт-Петербург;ПОС;1.0;59.9209266;30.3467992;POINT (30.3467992 59.9209266);75.0;Владимирский
1333;12109.0;2022-03-23;Дорожное полотно в ужасном состоянии!!!! От проспекта Культуры до проспекта Энгельса. Придорожная аллея разбитая вся!!!!! За что дорожный налог платим????;Дороги;Выборгский;Придорожная ал, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1334;12110.0;2022-03-23;Ямы, грязь, отсутствие освещения и тротуара на ул Архитектора Белова и на углу с Брюловской улицей;Дороги;Выборгский;Архитектора Белова ул, Санкт-Петербург;ПОС;1.0;59.9209266;30.3467992;POINT (30.3467992 59.9209266);75.0;Владимирский
1335;12111.0;2022-03-23;Новые ямы после выполненного ремонта на Огородном переулке, ориентир Трефолева 4к1.;Дороги;Выборгский;Огородный пер, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1336;12112.0;2022-03-23;ул.Тихоокеанская вся в глубоких ямах!;Благоустройство;Выборгский;Тихоокеанская ул, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1337;12113.0;2022-03-23;Огромная яма посередине дороги, невозможно проехать;Дороги;Выборгский;Хошимина ул 13к1, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1338;12114.0;2022-03-23;У железнодорожного переезда дорога находится в плохом состоянии. Ямы и выбоины.;Дороги;Курортный;Парковая ул, Санкт-Петербург;ПОС;1.0;59.7613622;30.4713792;POINT (30.4713792 59.7613622);23.0;Шушары
1339;12115.0;2022-03-23;Дорога находится в плохом состоянии. На дороге выбоины и ямы.;Дороги;Курортный;Парковая ул, Санкт-Петербург;ПОС;1.0;59.9216604;30.4329013;POINT (30.4329013 59.9216604);93.0;Правобережный
1340;12116.0;2022-03-23;Большие ямы на проезжей части и на въезде к жилым домам.;Дороги;Калининский;Науки пр-т, Санкт-Петербург;ПОС;1.0;59.9285129;30.3758314;POINT (30.3758314 59.9285129);29.0;Смольнинское
1341;12117.0;2022-03-23;Прошу произвести ямочный ремон пр 25 Октября от жд перезда до ул.Смаглия.Много пролвалов после газовщиков.;Дороги;Красносельский;Двадцать Пятого Октября пр-т, Санкт-Петербург;ПОС;1.0;59.9285129;30.3758314;POINT (30.3758314 59.9285129);29.0;Смольнинское
1342;12118.0;2022-03-23;Улица Кржижановского находится в ужасном состоянии. Сплошные ямы и выбоины. Прошу проверить мою информацию и привести дорожное покрытие в нормативное состояние.;Дороги;Невский;Кржижановского ул, Санкт-Петербург;ПОС;1.0;59.9697922;30.5045365;POINT (30.5045365 59.9697922);102.0;Ржевка
1343;12119.0;2022-03-23;Проблема с дорожным полотном, особенно в месте стыков. Аванийноопасный участок, подбрасывающий машину и значимо смещая ее. Высокий риск ДТП и поломки автомобиля.;Дороги;Красногвардейский;Шафировский пр-т, Санкт-Петербург;ПОС;1.0;59.9595461;30.3044269;POINT (30.3044269 59.9595461);12.0;Кронверкское
1344;12129.0;2022-03-23;Камни на дороге.;Транспорт;Фрунзенский;Софийская ул, Санкт-Петербург;ПОС;1.0;60.0021635;30.353851;POINT (30.353851 60.0021635);66.0;Светлановское
1345;12139.0;2022-03-23;Не убран песок на пешеходной дорожке;Дороги;Московский;Цветочная ул, Санкт-Петербург;ПОС;1.0;59.8291947;30.4070137;POINT (30.4070137 59.8291947);87.0;Балканский
1346;12140.0;2022-03-23;Грязь, песок и мусор на тротуарах Малого проспекта Петроградской стороны.;Дороги;Петроградский;Малый правая сторона пр-т, Санкт-Петербург;ПОС;1.0;59.9410531;30.2143227;POINT (30.2143227 59.9410531);28.0;Морской
1347;12141.0;2022-03-23;Требуется уборка от песка;Дороги;Приморский;Байконурская ул, Санкт-Петербург;ПОС;1.0;60.0580319;30.3472681;POINT (30.3472681 60.0580319);74.0;Парнас
1348;12142.0;2022-03-23;Не убирается пешеходная зона. Половина дорожки засыпана песком и мусором. Во-первых, выглядит отвратительно, Во-вторых, уже начинаются пыльные бури. Всё в пыли, на улицах буквально смог от пыли.;Дороги;Приморский;Оптиков ул, Санкт-Петербург;ПОС;1.0;60.0033492;30.4790287;POINT (30.4790287 60.0033492);95.0;Полюстрово
1349;12143.0;2022-03-23;Очень грязно, в одном из самых посещаемых мест Санкт-Петербурга;Отходы;Центральный;Университетская наб, Санкт-Петербург;ПОС;1.0;59.9884302;30.28668;POINT (30.28668 59.9884302);56.0;Чёрная речка
1350;12144.0;2022-03-23;Мусор не убран, заявка не выполнена;Дороги;Петроградский;Чапаева ул, Санкт-Петербург;ПОС;1.0;59.8522765;30.368803;POINT (30.368803 59.8522765);54.0;Георгиевский
1351;12145.0;2022-03-23;Не убирается мусор на тротуаре напротив домов 28и 30 по ул. Туристской в период с 01 марта 2022 года. Согласно Технического регламента уборка уборка тротуаров должна осуществляться 12 раз в месяц.;Дороги;Приморский;Туристская ул 30к1, Санкт-Петербург;ПОС;1.0;60.0050648;30.2103976;POINT (30.2103976 60.0050648);36.0;№ 65
1352;12146.0;2022-03-23;Перед станцией метро не убрано совсем;Дороги;Московский;Московский пр-т, Санкт-Петербург;ПОС;1.0;60.01895;30.3283926;POINT (30.3283926 60.01895);66.0;Светлановское
1353;12149.0;2022-03-23;Вода на дороге, нет ливневой канализации. Дождей не было;Благоустройство;Пушкинский;Валдайская ул, Санкт-Петербург;ПОС;1.0;60.0033492;30.4790287;POINT (30.4790287 60.0033492);95.0;Полюстрово
1354;12150.0;2022-03-23;Постоянная лужа на тротуаре, так же отсутствует подход к пешеходному переходу;Транспорт;Невский;Советский пр-т, Санкт-Петербург;ПОС;1.0;60.0244553;30.2948295;POINT (30.2948295 60.0244553);31.0;Коломяги
1356;12164.0;2022-03-23;Сделайте нормальную остановку , люди стоят на проезжей части . Остановка 218 маршрутки .;Дороги;Красногвардейский;Ржевская пл, Санкт-Петербург;ПОС;1.0;60.0619472;30.3418351;POINT (30.3418351 60.0619472);30.0;Парголово
1357;12165.0;2022-03-23;Грязная территория возле трамвайной остановки.;Дороги;Невский;Прибрежная ул, Санкт-Петербург;ПОС;1.0;60.0421422;30.4197776;POINT (30.4197776 60.0421422);94.0;№ 21
1358;12750.0;2022-03-23;Вход в метро Беговая! Это по вашему ремонт?!что за скотч?!?при некачественном ремонте метро - возникает опасность для жизни людей!;Дороги;Приморский;Туристская ул, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1359;12751.0;2022-03-23;Прошу очистить от граффити;Дороги;Выборгский;Энгельса пр-т, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1360;12752.0;2022-03-23;Прошу очистить от граффити, объявлений и следов клея.;Дороги;Выборгский;Энгельса пр-т, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1361;12753.0;2022-03-23;"Здравствуйте! Имеется необходимость в организации безопасного пешеходного прохода для граждан от дома по адресу Королева 61 к тротуару в доль проспекта Королева. Обращаю внимание, что от дома Королева 61 безопасного прохода к тротуару параллельно Королева НЕТ!!! Ввиду открытия школы и детского сада в квартале, данный участок является одним из самым активных по проходу школьников и взрослых с маленькими детьми в колясках. Пешеходный участок дороги часто блокируется автомобилями, тем самым усложняет проход граждан и повышается риск ДТП с участием детей , так как водители ТС не видят выбигающих детей из-за стоящих машин. Мною 13.11.2019г. было направлено обращение на портал «Наш Санкт-Петербург» (№ 2298071) для рассмотрения и принятия мер по перемещению полусфер (далее МАФ) для безопасного прохода граждан на участке дороги от дома по адресу пр. Королёва 61 до тротуара вдоль пр. Королёва к месту подхода ближайшего пешеходного перехода. В дальнейшем был получен ответ, что данный вопрос был вынесен на рассмотрение общественной комиссии по определению перечня адресов приоритетного проекта ""Формирование комфортной городской среды МО Коломяги. Решение общественной комиссии от 15.10.2019г. установка МАФ на данном участке признана нецелесообразной. Считаю, что данное решение было НЕ правомерным по отношению гражданам, которые ежедневно пользуются данным участком дороги к безопасному и удобному (за счёт МАФ/СТОЛБИКОВ) проходу к ближайшему пешеходному переходу через пр. Королёва. После устранения МАФ проход является ограниченным ввиду парковки ТС на данном участке. В зимний сезон при выпадении снежных осадков данные МАФ никак не влияли на время и качество уборки территории. Жалоб от жильцов по данному вопросу не поступало. Проход был обеспечен, и уборка производилась в полном объёме. Основной целью проекта ""Формирование комфортной городской среды"" является благоустройство всех населённых пунктов страны с обязательным учётом мнений граждан, чтобы жителям было удобно и комфортно в своем доме, в своем городе. Права и возможности и интересы неопределенного круга лиц (граждан) были нарушены, так как МО Коломяги не приняло во внимание запрос на необходимость данных МАФ. Обращаю Ваше внимание, что Установленные ранее МАФ были установлены самостоятельно управляющей компанией ""Сервис Недвижимость"" и за счет своих средств в период времени, когда этот участок земли входил в общедолевую собственность, что позволяло маломобильным гражданам (инвалиды, старики, слепые с палочками, граждане с детскими колясками), жильцам домов 37/1,52,61 пройти участок без необходимости прохода вдоль всего дома 61 до участка дороги проезда в жилую территорию, что увеличивает время прохода и главное увеличивает риск травмоопасности граждан, так как проход к тротуару вдоль пр. Королёва сопряжён с проездом, который является оживлённым и с ограниченной видимостью при повороте направо/налево. Обращаю так же Ваше внимание, что на участке от тротуара к дому 61 уже имеется залитое асфальтовое покрытие в сопряжении границ газона и бордюрного камня, поэтому проход был удобен для граждан и не наносился вред газону. В связи с изложенным, прошу: 1. Принять мены по возможности создания доступного и безопасного прохода граждан от дома Королёва 61 к тротуару вдоль пр. Королёва. НАНЕСТИ РАЗМЕТКУ, УСТАНОВИТЬ ВЕРТИКАЛЬНЫЕ БАРЬЕРЫ/ СТОЛБИКИ для избежания парковки авто на данном участке. 2. По существу моего заявления и о принятых мерах дать ответ в установленный законом срок Приложение: Фото нахождение прохода на участке дома Королёва 61 к тротуару вдоль пр. Королёва Прошу внести мое обращение в перечень объектов, подлежащих благоустройству в рамках проекта «Формирование комфортной городской среды» на 2022-2027 г.г. Общественные обсуждения будут проводиться в 3 квартале 2022г. Заранее спасибо!";Дороги;Приморский;Королева пр-т 61, Санкт-Петербург;ПОС;1.0;59.9361042;30.3798371;POINT (30.3798371 59.9361042);29.0;Смольнинское
1362;12754.0;2022-03-23;Постоянно, в будние дни и выходные образуется пробка из-за левого поворота с ул. Партизана Германа в карман Петергофского шоссе.;Дороги;Красносельский;Партизана Германа ул, Санкт-Петербург;ПОС;1.0;59.918041;30.4329656;POINT (30.4329656 59.918041);93.0;Правобережный
1363;12755.0;2022-03-23;Прошу убрать временный знак движение прямо по Малому проспекту на перекрестке с 17/18 линией - который был установлен на время стройки ЖК две эпохи, так как на время стройки было односторонне движение по 17/18 линии от Среднего проспекта к Малому проспекту, движение двухсторонее уже два года, знак не снят и ежедневно создает аварийную ситуацию вводя участников дорожного движения в заблуждение.;Транспорт;Василеостровский;Малый пр-т, Санкт-Петербург;ПОС;1.0;59.945874;30.2710533;POINT (30.2710533 59.945874);48.0;Васильевский
1364;12756.0;2022-03-23;Указатель Автосервиса стоит три штуки, а вот указателя больницы нету;Транспорт;Петродворцовый;Санкт-Петербургское ш, Санкт-Петербург;ПОС;1.0;59.7963098;30.5886257;POINT (30.5886257 59.7963098);107.0;Металлострой
1365;12757.0;2022-03-23;Надписи на стенах экстремистского характера;ЖКХ;Кировский;;ПОС;1.0;59.9496922;30.3685443;POINT (30.3685443 59.9496922);29.0;Смольнинское
1367;12759.0;2022-03-23;Невозможно проехать на парковку и пройти по ней!;ЖКХ;Приморский;Афонская ул 2, Санкт-Петербург;ПОС;1.0;60.0033492;30.4790287;POINT (30.4790287 60.0033492);95.0;Полюстрово
1368;12760.0;2022-03-23;Здравствуйте! Прошу проверить законность данных ступеней в арке также сам вход. Так как из-за этих ступеней стало очень сложно заезжать во двор. Так же машины скорой помощи еле еле заезжают.;ЖКХ;Центральный;Моховая ул 18, Санкт-Петербург;ПОС;1.0;59.9438332;30.3456041;POINT (30.3456041 59.9438332);77.0;Литейный
1370;12763.0;2022-03-23;здравствуйте прошу вас помочь дело в том что умный домофон не проговаривает цифры на который нажимает человек компания дом ру предложила решение проблеммы и направила в администрацию колининского района однако не администрация не управляющая компания не желает ничего не делать надо купить специальную антену и тогда я с могу с помощью приложения открывать дверь и отвечать на звонки по домофону;ЖКХ;Калининский;Руставели пр-т 52, Санкт-Петербург;ПОС;1.0;59.8665757;30.2795207;POINT (30.2795207 59.8665757);33.0;Автово
1371;12764.0;2022-03-23;Дворовая территория и подходы к подъездам, не чищены от наледи;ЖКХ;Красносельский;Красное Село Юных Пионеров ул 16, Санкт-Петербург;ПОС;1.0;59.8524283;30.3667827;POINT (30.3667827 59.8524283);54.0;Георгиевский
1372;12765.0;2022-03-23;Здравствуйте. Если возможно - нужно закрасить неуместные надписи на трансформаторной будке. Спасибо.;ЖКХ;Фрунзенский;Южное ш, Санкт-Петербург;ПОС;1.0;59.8358291;30.4963521;POINT (30.4963521 59.8358291);104.0;Рыбацкое
1373;12767.0;2022-03-23;В дворе дома по адресу территория Славянка Колпинское шоссе дом 40 корпус 1 не вывезены отходы, емкости переполнены третий день начиная с 21.03.2022. Мусором загромождены сами проходы к помойке. Ситуация повторяется на ежемесячной основе. Управляющей компании и её подрядчику по вывозу мусора необходимо пересмотреть график вывоза, увеличить периодичность.;Отходы;Пушкинский;Колпинское ш 40к1, Санкт-Петербург;ПОС;1.0;59.8831526;30.4533384;POINT (30.4533384 59.8831526);101.0;Народный
1374;12771.0;2022-03-23;Прошу расчистить детскую площадку от ледяной корки. Дети из ДС121 гуляют на этой площадке. Из-за гололеда вынуждены ютиться на маленьком участке.;Благоустройство;Центральный;Таврическая ул, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1375;12774.0;2022-03-23;В нарушение требований п.1 статьи 16 Закона Санкт-Петербурга от 31.05.2010 г. # 273-70 «Об административных правонарушениях а Санкт-Петербурге» правление ТСЖ «Фортис»самовольно (без согласования с собственником земельного участка и решения общего собрания на их приобретение и установку) разместило элементы заградительных конструкций на проезжей части городской территории. Город убирал уже эти, незаконно установленные, оградительные конструкции, но все повторяется. Прошу убрать желтые блоки с проезжей части, и привлечь к ответственности виновных. Эти предметы «благоустройства» мешают проезду и парковке автомобилей, незаконно установлены!!!;ЖКХ;Приморский;Земледельческая ул 5к2, Санкт-Петербург;ПОС;1.0;59.814256;30.3463009;POINT (30.3463009 59.814256);71.0;Звёздное
1376;12775.0;2022-03-23;Жалоба. В дворе дома по адресу территория Славянка Колпинское шоссе дом 40 корпус 1 не вывезены отходы, емкости переполнены второй день начиная с 22.03.2022. Мусором загромождены сами проходы к помойке. Ситуация повторяется на ежемесячной основе. Управляющей компании и её подрядчику по вывозу мусора необходимо пересмотреть график вывоза, увеличить периодичность.;Отходы;Пушкинский;Колпинское ш 40к1, Санкт-Петербург;ПОС;1.0;59.7675922;30.1420953;POINT (30.1420953 59.7675922);18.0;Горелово
1377;12777.0;2022-03-23;Во дворе Краснопутиловская 15,между второй и третьей парадной сломан после зимы лежачий полицейский. Прошу срочно укрепить оставшиеся секции и добавить потерянную. Спасибо;Транспорт;Кировский;Краснопутиловская ул 15, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1378;12778.0;2022-03-23;Мусор на тротуаре от заречная 45 до Толубеевский проезд 26 к1;Отходы;Выборгский;Заречная ул 45, Санкт-Петербург;ПОС;1.0;59.7675922;30.1420953;POINT (30.1420953 59.7675922);18.0;Горелово
1379;12780.0;2022-03-23;Горы грязи на переходе и кругом;Транспорт;Выборгский;Энгельса пр-т, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1380;12782.0;2022-03-23;"В Невском районе возле дома на пр. Обуховской обороны, 229/7 (напротив аптеки ""Первая помощь"") есть большой огороженный и пустой участок земли. В рамках благоустройства и озеленения городских территорий предлагается высадить на этом участке подросшие крупномерные деревья. Это улучшит экологическую обстановку в районе и дополнительно защитит от пыли близлежащие дома, расположенные на проспекте с большим автомобильным трафиком.";Транспорт;Невский;Обуховской Обороны пр-т, Санкт-Петербург;ПОС;1.0;59.838543;30.3302491;POINT (30.3302491 59.838543);71.0;Звёздное
1381;12783.0;2022-03-23;Косыгина, 22. Проваливается асфальт;Дороги;Красногвардейский;Косыгина пр-т 22, Санкт-Петербург;ПОС;1.0;60.0033492;30.4790287;POINT (30.4790287 60.0033492);95.0;Полюстрово
1382;12784.0;2022-03-23;Водители паркуются как у кого получится , проезд затруднён, знаков нет, сотрудники комитета по транспорту обходят стороной этот участок.;Транспорт;Красногвардейский;Перевозный пер, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1383;12785.0;2022-03-23;"Доброго времени суток! В СПб КСЦ ВМТ ""Детская городская больница #1"" не хватает магниторегулируемых клапаных систем фирмы Sophysa (шунтов). Жизнь детей под угрозой.";Здравоохранение;Красносельский;;ПОС;1.0;59.9361042;30.3798371;POINT (30.3798371 59.9361042);29.0;Смольнинское
1384;12786.0;2022-03-23;Прошу убрать граффити;Транспорт;Выборгский;Энгельса пр-т, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1385;12787.0;2022-03-23;Прошу установить газонные ограждения. На газоне каждый день паркуются машины.;Дороги;Калининский;Светлановский пр-т, Санкт-Петербург;ПОС;1.0;59.9360584;30.3357318;POINT (30.3357318 59.9360584);65.0;Дворцовый
1386;12789.0;2022-03-23;"Добрый день. Я родитель ученицы 2а класса Вашей школы. Учитель: Переходько Эльвира Васильевна. Во-первых: хочу выразить огромную благодарность этому учителю за её профессионализм, компетентность,здравомыслие,искреннее желание дать моему ребёнку нужные знания в соответствии с программой обучения. Во-вторых: во время кратковременных замен данного учителя другими становилось более ясно, что уровень её профессионализма и опыта гораздо выше других в данной школе. Описание вопроса (проблемы): мне стало известно, что в ближайшее время планируется увольнение Эльвиры Васильевны из Вашей школы, а альтернативы её замены на мой взгляд в настоящее время просто НЕТ. Понимаете? нет никакой альтернативы её замены другим учителем с таким же опытом, с такими же положительными качествами, присущими настоящему учителю - знатоку своего дела. Убедительно прошу Уважаемое Руководство школы № 471 адекватно оценить сложившуюся обстановку и принять действенные меры по недопущению увольнения Эльвиры Васильевны с работы. Прошу Вас выслушать данного учителя, по-человечески вникнуть в ""возможные существующие проблемы"", которые находят место в рабочем образовательном процессе данного учителя. Увольнение Эльвиры Васильевны просто недопустимо. Для учащихся 2а класса и их родителей это будет ""большой удар"", который несомненно приведёт к проблемам успешного освоения учебной программы. Очень надеюсь, что увольнения Эльвиры Васильевны не будет, проблемные вопросы должны быть решены ну никак не таким методом. С Уважением. Спасибо.";Образование;Выборгский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1387;12790.0;2022-03-23;Прошу очистить от граффити, объявлений;Транспорт;Выборгский;Суздальский пр-т, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1388;12793.0;2022-03-23;"Добрый день! В СПб КСЦ ВМТ "" Десткая городская больница номер 1"" не хватает магниторегулируемыхклапанных систем фирмы Sophysa ( шунтов). Жизнь детей под угрозой!";Здравоохранение;Красносельский;;ПОС;1.0;59.8741059;30.4485122;POINT (30.4485122 59.8741059);91.0;Ивановский
1389;12794.0;2022-03-23;Добрый день. По адресу Московское шоссе 244 в кармане Дома, дальнобойщики устроили парковку в желлй зоне.;Транспорт;Пушкинский;Московское ш 244, Санкт-Петербург;ПОС;1.0;59.7613622;30.4713792;POINT (30.4713792 59.7613622);23.0;Шушары
1390;12796.0;2022-03-23;Просьба установить газонное ограждение или малые архитектурные формы для механического предотвращения парковки автомобилей на газоне;Дороги;Фрунзенский;Будапештская ул, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1391;12799.0;2022-03-23;Во дворе дома 8 по улице Караванная (вход через арку Фонтанка 11) отсутствует освещение. Над лестницей #3 отсутствует фонарь.(фото 1) Над аркой не горит Прошу установить над лестницей 3 и починить над аркой;ЖКХ;Центральный;Караванная ул 8, Санкт-Петербург;ПОС;1.0;59.996736;30.2203882;POINT (30.2203882 59.996736);36.0;№ 65
1392;12800.0;2022-03-23;Залит подвал , вода стоит месяцами , Управляющая Компания бездействует , просьба устранить проблему дома;ЖКХ;Центральный;Тверская ул 13, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1393;12801.0;2022-03-23;Здесь постоянно бьются автомобили. Вчера, 22.03.22 в 18.00 заметил в очередной раз серьезное ДТП на перекрестке Кронштадтской ул. и Портовой ул. Вы мне ещё с того года обещаете реконструировать данный сложный и опасный перекресток, тут все и на встречку выезжают, и дорогу не уступают, и до сих пор неясность в приоритете движения в месте примыкания к Портовой ул. при движении от Автовской. И также здесь нет пешеходных переходов, а люди ходят постоянно. Крайне опасное место. Почему до сих пор не начаты работы по реконструкции перекрестка? Я вам множество предложений вносил, и знаки, и зеркала поставить, чтоб обзор был. Но вы до сих пор не реализовали ничего. Якобы у вас там проект где-то на согласованиях висит. Из-за вашей нерасторопности здесь могут пострадать невинные люди, перекресток надо делать безопасным и все маневры чтобы трактовались даже неопытными водителями ОДНОЗНАЧНО. Сколько я ещё буду ждать, рискуя своей жизнью, реализации проекта с вашей стороны?;Транспорт;Кировский;Кронштадтская ул, Санкт-Петербург;ПОС;1.0;59.9286836;30.3775368;POINT (30.3775368 59.9286836);29.0;Смольнинское
1394;12802.0;2022-03-23;Обращаюсь повторно. Перед церковью лежат кучи мусора и строительных материалов с осени 21 года. В прошлое обращение обещали убрать до конца февраля. Ничего не убрано.;Отходы;Центральный;Кирочная ул 8Б, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1395;12803.0;2022-03-23;Не установлены урны на остановке ул. Генерала Кравченко, мусор оставляют на скамейках и на земле;Дороги;Красносельский;Генерала Кравченко ул, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1396;12804.0;2022-03-23;В районе Ириновского пр. д. 22, у забора территории ЖБИ осенью были спилены деревья и ветки. Территорию никто не убрал, как спилили, так всё и валяется. Плюс туда добавляют мусор клиенты автосервиса находящегося рядом. Кучи веток и мусора необходимо убрать, до того как настанут тёплые дни. Сгорит ведь всё кругом.;Отходы;Красногвардейский;Ириновский пр-т, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1397;12805.0;2022-03-23;Добрый день. Около дома 33 корпус 4 по шоссе Революции уже несколько недель не убирается мусор, накопившийся за зиму. Дворники отсутствуют как класс. Все закидано бутылками, тряпками и прочим мусором.;Отходы;Красногвардейский;Революции ш 33к4, Санкт-Петербург;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
1398;12807.0;2022-03-23;На дворовой территории д. 22 ул Подводника Кузьмина с осени стоят мешки с листьями, а уже весна. Когда вывезут эти мешки и уберут дворовую территорию?;Отходы;Кировский;Подводника Кузьмина ул 22, Санкт-Петербург;ПОС;1.0;59.8470159;30.2617333;POINT (30.2617333 59.8470159);51.0;Княжево
1399;12809.0;2022-03-23;Не работает освещение у подъезда;ЖКХ;Центральный;Лиговский пр-т 96, Санкт-Петербург;ПОС;1.0;59.8899151;30.287494;POINT (30.287494 59.8899151);47.0;Нарвский
1400;12811.0;2022-03-23;Не работает освещение у входа в подъезд;ЖКХ;Центральный;Роменская ул 2, Санкт-Петербург;ПОС;1.0;59.9047577;30.3278455;POINT (30.3278455 59.9047577);62.0;Московская застава
