,text,label
772,уважаемые жителив сентябре  на портале пожарнотехническая выставка стартовал третий сезон всероссийского конкурса знатоки истории пожарной охраныконкурс проводится в дистанционном формате вдпо при поддержке мчс россии каждый сезон конкурса состоит из  независимых онлайнквестов по истории пожарной охраны регионов россии которые проводятся на портале вдпорф раз в  неделипринять участие в любом онлайнквесте может участник из любого региона россии вне зависимости от возраста и региона проживания предварительная регистрация на конкурс отсутствуеткаждый участник онлайнквеста получает сертификат в электронной форме победители и призеры  дипломы и возможность принять участие в суперигресуперигра для победителей и призеров третьего сезона конкурса пройдёт на портале вдпорф на новогодних каникулах  httpsвдпорфactivitykonkursznatokiistoriipozharnoyokhrany,0
773,продолжаются работы по уборке территории зелёных насаждений общего пользования местного значения комфортнаягородскаясреда благоустройство моостровдекабристов,0
774,мы поздравляем бесспорных победителей конкурса чародейская ночь ими стали рома и люба лещинские которые сделали замечательную улиточку из кабачка браво ребятам и их родителям островдекабристов моод моодконкурс,0
775,уважаемые жители  утвержден производственный календарь на  годправительство утвердило перенос выходных в  году постановление от   отдыхаем в  году так с  декабря  года по  января  года с  по  февраля будет перенос выходного с  января на  февраля  марта с  апреля по  мая с  по  мая перенос выходного с  января на  мая с  по  июня с  по  ноябряпроизводственный календарь на  год можно посмотреть по ссылке httpsnalognalogruproizvodstvennyj_kalendar,0
776,с праздником дорогие товарищи,0
777,в последний день каникул дети и родители нашего округа побывали на спектакле волшебная лампа аладдина clubклоунмимтеатр мимигрантына улице выпал первый снег а зрители оказались в жарком багдаде где смогли воочию увидеть легендарные приключения героя арабской сказки юного аладдина  татьяна пришла на спектакль с тремя приемными дочерьми владиславой сабриной и полиной все в восторге от спектакля целый час пролетел как пять минут очень интересный сюжет менялись действия что прям захватывало дыхание дети в восторге все было великолепно игра актеров на высшем уровне очень профессионально  максим хотулев привел на спектакль сына кирилла яркий красочный спектакль интересный сюжет именно то что нужно детям сын остался очень доволен благодарим наш муниципалитет за предоставленные билеты  ирина левошкина пришла на спектакль с двумя детьми ксенией и георгием большое спасибо мо остров декабристов за билеты в театр мы получили массу положительных эмоций очень красивый и красочный спектакль хорошая постановка всем очень все понравилось дети довольны и счастливы  вот такие они  восточные сказки согревают своим захватывающим сюжетом и оставляют приятные воспоминания островдекабристов моод моодтеатр моодмимигранты,0
778, ноября празднуют славные люди те которые невидимое  видят неслышимое  слышат поздравляем наши доблестные разведчики выше вас  только звёзды вы помогаете побеждать видите где прятаться и куда стрелять узнаёте все планы врага до него самого так пусть военная элита сегодня ликует,0
779,в праздничный день так приятно сходить в театр что и сделали ребята острова декабристов вместе со своими родителями ковбойская притча о приключениях братца лиса и братца кролика clubклоунмимтеатр мимигранты  захватила своим сюжетом зрителей от мала до велика сестры кристина  лет и карина  лет поделились своими впечатлениями очень смешные были персонажи больше всего понравился лис и заяц а мама татьяна добавила спектакль очень понравился девочки уже не первый раз были в этом театре и им очень нравится  юля туркина пришла на спектакль с дочкой и друзьями очень хороший спектакль очень было весело задорно очень понравилось что актеры взаимодействовали с детьми со взрослыми все прошло просто блестяще  наталья гришенко пришла на спектакль с дочкой соней лет мы уже были в этом театре и очень хотели попасть снова еще раньше мо остров декабристов дали нам билеты на спектакль чепуха в чемодане а сегодня были на другом спектакле который нам тоже очень понравился сонечка добавляет мы больше всего лис понравился  елена кутина пришла вместе с дочкой алиной  лет на глазах алинушки слезы мама рассказывает спектакль мне очень понравился но главное что дочке очень все понравилось актеры очень хорошо играли дети интерактивно участвовали ребенок был очень доволен вот рыдает потому что мало мы разговорились с еленой и она поделилась мы очень любим мероприятия мо остров декабристов всегда на все мероприятия ходим если не болеем мероприятия все замечательные очень хорошие нравится все и праздники которые устраивали во дворе и экскурсии и театр спасибо вам за вашу работузамечательно что спектакль всем так понравился и все зрители уходили в хорошем настроении ну а мы в свою очередь обещаем еще много интересных и увлекательных мероприятий в мо остров декабристовне пропустите  следите за новостями в clubвмо остров декабристов островдекабристов моод моодтеатр моодмимигранты,0
780, уже завтра на территории петропавловской крепости начнётся настоящий праздник света фестиваль чудо света пройдет   и  ноября с  до  на территории петропавловской крепости  зрителей ждёт захватывающее путешествие сквозь пространство и время петровские ворота главная аллея и стены нарышкина бастиона станут холстами на которых развернутся исторические эпохи и события нашей страны   каждые полчаса вас ждет премьера светомузыкального шоу композитор и пианист павел андреев исполнит специально созданные композиции кроме того под открытым небом будет представлена современная картинная галерея собранная из цифровых полотен художников   на соборной площади желающие смогут познакомиться с работой искусственного интеллекта и сгенерировать новое произведение искусства написать первую строчку стихотворения которую нейросеть преобразует в четверостишие,0
781,уважаемые жители мо остров декабристов информируем вас об изменениях законодательства в ноябрес  ноября по поручению вицегубернатора анатолия повелия государственная административнотехническая инспекция согласовала с минэкономразвития россии возможность оплачивать штрафы за неправильную парковку во дворе со скидкой в  　отметим что льготный период будет действовать в течение  дней с момента вынесения постановления по делу об административном правонарушении　за нарушения требований к размещению автомобилей во дворах которые установлены региональным законодательством сегодня минимальная сумма штрафа составляетдля граждан  тысрублей для должностных лиц  тыс рублейдля юридических лиц  тысрублейпостановление направляется автовладельцу по почте заказным письмом или в форме электронного документа через единый портал госуслуги в течение трех дней со дня его вынесенияпроверить наличие штрафов можно на сайте гати httpsvkccceupgтеперь для автовладельцев которые не были знакомы с правилами парковки во дворе но не хотят нарушать требования законодательства этот урок будет менее болезненныманатолийповелийостровдекабристов моодгати парковка мыпетербург,0
782,сегодня маленькие жители нашего округа вместе с родителями посетители спектакль тайна сокровищ clubклоунмимтеатр мимигранты   захватывающие головокружительные приключение двух враждующих кланов морских волков и морских кошек не оставили равнодушными ни детей ни их родителей после спектакля мы пообщались с родителями и ребятами и узнали о их впечатлениях  галина михалькова пришла на спектакль с тремя детьми  двумя дочками и сыном очень понравился очень замечательный и жизнерадостный учащий хорошим правильным ценностям спектакль большое спасибо актерам  все было очень зажигательно интересно весело мы очень довольны  полина никулина мама тимофея  лет и ангелины  лет мне и детям спектакль очень понравился очень яркий веселый спасибо муниципальному округу остров декабристов за такую возможность  наталья моор пришла на спектакль вместе с дочкой сашей это потрясающий спектакль очень понравился такой веселый динамичный и подходит детям по возрасту и взрослым тоже было не скучно саша в восторге хотя редко удается так попасть на представление чтобы прямо от начала и до конца завлекло но здесь настолько все продуманно что на протяжении всего спектакля ребенок был завлечен действиями происходящими на сцене мы очень благодарны clubмо остров декабристов за возможность сходить на такой замечательный спектакль  маша зданович  лет пришла на спектакль вместе со своей мамой и младшей сестренкой леной  лет спектакль очень понравился было интересно смешно а из героев больше всего понравились юнги леночка тоже с радостью поделилась своими впечатлениями мне спектакль очень понравился понравились все герои а вот маме девочек больше всего понравилась боцманша  вот такой он  детский спектакль захватывающий интересный где каждый зритель найдет для себя чтото интересное и обязательно после спектакля уйдет в хорошем настроении  островдекабристов моод моодтеатр моодмимигранты,0
783,уважаемые жители мо остров декабристовинформируем вас что  в госдуму поступил законопроект который предлагает урегулировать порядок оплаты отпуска в случае подачи заявления меньше чем за три дня до его начала более подробная информация  httpszakonbiznesarukadryotpuskproblemasoplatojotpuskapripodachezayavleniyapozzhechemzadnyabudetreshenautm_sourcesocialutm_campaignnalognalogru,0
784,напоминаем что в мо остров декабристов установлены контейнеры для сбора clubкрышечек доброты хотелось бы подробнее остановиться на крышечках тетрапак которые мы тоже принимаем и на которых нет маркировки то есть искать  в треугольнике внутри данных крышечек бесполезно как же их идентифицировать на внутренней стороне крышечек тетрапак нанесен их логотип также некоторые производители указывают маркировку данных крышечек на самой упаковке в целом достаточно разглядеть логотип и такие крышечки можно сдавать но есть и исключение например крышечки recap их изготавливают из полипропилена рр  соответственно их нужно кидать в другую коробку разновидностей крышечек тетрапак довольно много для особо любопытных перечислим самые распространенные helicap stremcap slimcap twistcap lightcap все эти крышечки проиллюстрированы на рисунках и подходят для сдачи  вот их описание  helicap  крышка которая сочетает в себе возможность открывания одним движением и особый индикатор вскрытия  streamcap  это новая скручивающаяся крышечка она легко открывается и очень прочно закрывается крышка streamcap имеет специальное устройство которое показывает открывалась ли крышка раннее или нет   slimcap состоит из свинчивающегося колпачка и пластикового кольца под крышкой соединенного с отрывным язычком особенность крышки в том что она разработана максимально плоской   twistcap  закручивающаяся крышка с открыванием в одно движение возможность повторного закрывания высокая функциональность   lightcар  крышка позволяющая свести к минимуму использование пластика и стоимость что особенно важно для крышек больших размеров  вот еще несколько дополнений относительно тетрапак так как встречались вопросы горлышко на которое навинчивается крышечка и которое приклеено к упаковке не принимается ввиду того что при его отрывании от основания на нём остается бумага фольга и клей отделить их невозможно а при повторном литье пластика эти примеси могут испортить весь процесс принимается  резак который прорезает фольгу изготовлен из полипропилена pp или  принимаются горлышки  которые тщательно очищены от клея бумаги фольги их можно счистить ножом или срезать ножницами сдаются вместе с крышечками с маркировкой  ррза подробную информацию благодарим проект clubкрышечки добротыостровдекабристов моодэкология моодкрышечкидоброты,0
785,уважаемые жители мо остров декабристов продолжается конкурс чародейская ночь  мы знаем что у большинства наших юных жителей прошедшая неделя была очень плодотворной всетаки конец четверти поэтому мы решили продлить наш конкурс на время каникул и праздничных дней долой тыквы да здравствуют кабачки конкурс на самое волшебное и чародейское кабачковое превращение конкурс в двух номинациях   кабачок  тебя не узнать  творческий конкурс на любое интересное оформление кабачка в этом конкурсе он может превратиться в лошадь или самолёт любой полет вашей фантазии только приветствуется   чародейский двор  оформление придворовой территории в чародейском стиле обязательно условие  присутствие в оформлении кабачков  для участия в конкурсе вам необходимо будет разместить фотографии в конкурсном альбоме httpsvkcomalbum_  обязательно указав одну из двух номинаций в которой вы принимаете участие название работы имя фамилию автора  для участия в номинации кабачок  тебя не узнать на фото обязательно должны быть те кто делал кабачковую поделку ну и конечно же сам перевоплощенный кабачок  для номинации чародейский дворик обязательно указать адрес на территории мо остров декабристов где расположена чародейская локация   обязательное условие конкурса быть зарегистрированным на территории мо остров декабристов  прием работ завершается  ноября в   мы с нетерпением ждем фотографии ваших конкурсных работ  победители по каждой номинации будут определены с помощью специальной программыостровдекабристов моод моодконкурс,0
786,уважаемые жителисообщаем вам что в фотоальбом новорожденные добавлены фотографии из фотозоны  httpsvkcomalbum_,0
787,размещаем фотоальбом нашей замечательной двориады  спасибо всем участникам за положительные эмоции и отличное настроение httpsvkcomalbum_,0
788,уважаемые петербуржцы и гости городаглавное управление мчс россии по г санктпетербургу предупреждает по информации фгбу северозападное угмс  октября в санктпетербурге местами ожидается усиление ветра до  мсрекомендации участникам дорожного движения и населению при ветре уберите хозяйственные вещи со двора дома и с балкона уберите сухие деревья которые могут нанести ущерб вашему жилищу закройте окна машину поставьте в гараж а при отсутствии гаража припаркуйте машину вдали от деревьев а также вдали от слабо укреплённых конструкций находясь на улице обходите рекламные щиты шаткие строения и дома с неустойчивой кровлей избегайте деревьев и разнообразных сооружений повышенного риска мостов эстакад трубопроводов линий электропередач потенциально опасных промышленных объектовнапоминаем при возникновении любой чрезвычайной ситуации необходимо срочно позвонить в службу спасения по телефону  владельцам мобильных телефонов следует набрать номер  или  в главном управлении мчс россии по г санктпетербургу круглосуточно действует телефон доверия      ,0
789,наступают осенние школьные каникулы в это время очень важно напомнить детям элементарные правила безопасного поведения и о необходимости их соблюдать с этой целью сотрудники мчс проводят с ребятами беседы и уроки безопасностивстреча с сотрудниками мчс и беседа о правилах безопасности состоялась на базе центральной районной библиотеки ломоносова со школьниками василеостровского района учащимся напомнили о соблюдении требований пожарной безопасности в образовательных учреждениях и в быту обсудили причины недопустимости ложных вызовов о пожарах   о том как нужно действовать если случилась беда стоит отметить что к осенним каникулам готовятся не только школьники в их преддверии специалисты мчс провели профилактические визиты обследования противопожарного состояния мест где будет организован отдых детей,0
790,вчера жители нашего округа как и многие другие любители романсов посетили юбилейный галаконцерт праздник романса петербургская осень в бкз октябрьскийдвадцать пять лет подряд фонд петербургский романс возглавляемый галиной ковзель проводит ежегодные осенние праздники романса в октябрьском зале которые стали доброй петербургской традицией это всегда яркий грандиозный праздник музыки и поэзии праздник души который радует зрителя удивительными по своей красоте и глубине любимыми романсами и песнямижители мо остров декабристов с нетерпением ждали праздник романса и не смотря на то что он прошел только вчера уже поделились с нами своими положительными впечатлениями и эмоциями волшебная музыка и великолепные голоса исполнителей никого не оставили равнодушнымиостровдекабристов праздникроманса петербургскийроманс,0
791,продолжаются работы по ямочному ремонту территории,0
792,уважаемые жители мо остров декабристовпродолжается конкурс чародейская ночь    долой тыквы да здравствуют кабачки  конкурс на самое волшебное и чародейское кабачковое превращение конкурс в двух номинациях  кабачок  тебя не узнать  творческий конкурс на любое интересное оформление кабачка в этом конкурсе он может превратиться в лошадь или самолёт любой полет вашей фантазии только приветствуется  чародейский двор  оформление придворовой территории в чародейском стиле обязательно условие  присутствие в оформлении кабачков  для участия в конкурсе вам необходимо будет разместить фотографии в конкурсном альбоме httpsvkcomalbum_  обязательно указав одну из двух номинаций в которой вы принимаете участие название работы имя фамилию автора  для участия в номинации кабачок  тебя не узнать на фото обязательно должны быть те кто делал кабачковую поделку ну и конечно же сам перевоплощенный кабачок  для номинации чародейский дворик обязательно указать адрес на территории мо остров декабристов где расположена чародейская локация   обязательное условие конкурса быть зарегистрированным на территории мо остров декабристов прием работ завершается  октября в победители по каждой номинации будут определены с помощью специальной программы,0
793,продолжаются работы по уборке территории зноп местного значения,0
794,сегодня прошло поздравление победителей конкурса на лучший цветник мо остров декабристов глава муниципального образования idалексей захаров  и глава местной администрации idсергей литвинов  поздравили победителей и вручили им грамоты с ценными подарками,0
795,очередная советская логическая задачкана рисунке три подружки ира таня и галя с ними кот мурзик только вот чей он кто хозяйка мурзикаответ хозяйка мурзика  галясправа надо обратить внимание на бантик у мурзика и отсутствие на одной из косичек у гали,0
796,с нового года в петербургских школах увеличат финансирование на организацию социального питания его стоимость будет зависеть от возраста школьников  вицегубернатор валерий москаленко отметил что это делается для того чтобы рацион питания максимально соответствовал возрастной норме   например по нормам санпин калорийность питания кадетов должна быть на   выше для  классов и на   выше для  классов чем для других категорий учеников сегодня бесплатное питание получают   петербургских школьников,0
797,уважаемые жители мо остров декабристов　 октября в комплексном центре социального обслуживания населения василеостровского района санктпетербурга прошло поздравление детишек и их родителей с прекрасным событием и вручением памятных медалей и подарковфотоальбом мероприятия по ссылке httpsvkcomalbum_,0
798,какая цифра должна быть в последнем треугольникеправильный ответ  порядок счета из верхнего числа вычесть левое и умножить на правое ,0
799,муниципальное образование остров декабристов против незаконной парковки на газонах　уважаемые жителистатьями  и  закона санктпетербурга от   об административных правонарушениях в санктпетербургеустановлена административная ответственность заразмещение транспортных средств на территориях зеленых насаждений общего пользования зеленых насаждений выполняющих специальные функции зеленых насаждений ограниченного пользования газонах на территориях детских спортивных площадок площадок для выгула и дрессировки животных вне пределов дорог на внутриквартальной территории повлекшее перегораживание подъездов к площадкам для сбора отходов а также размещение транспортных средств вне пределов дорог на внутриквартальной территории повлекшее перегораживание внутриквартальных проездов пешеходных дорожек проходов к зданиям и входов в них　штраф за такие нарушения составляетдля граждан  от  тысяч до  тысяч рублейдля должностных лиц  от  тысяч до  тысяч рублейдля юридических лиц  от  до  тысяч рублейгазон  элемент благоустройства состоящий из травянистых растений искусственного или естественного происхождения в том числе частично утративший свои внешние признакидавайте беречь нашу природу и нервы жителей нашего округа,0
800,　　　　уважаемые жители　　прокуратурой василеостровского района в период с  по  будет проводиться горячая линия по вопросам соблюдения прав семей имеющих детей на получение ими пенсий и пособий в том числе связанных с материнством по беременности и родам по уходу за ребенком　　обо всех фактах возможного совершения нарушений в указанных сферах на территории василеостровского района можно сообщить в прокуратуру района в период времени с  до  с  до   обеденный перерыв по телефону горячей линии ,0
801,на прошлой неделе мы подали заявку на участие в проекте clubкрышечки доброты и наш пункт был официально зарегистрирована это значит что все принесенные вами крышечки будут сданы в переработку средства от сдачи крышечек с маркировкой  нdpe идут на благотворительность а средства от сдачи крышечек  ldpe и  рр  идут на покупку саженцеввот небольшая памятка о том как понять к какой маркировке относится крышечкак пластиковым крышечкам с маркировкой   в треугольнике на внутренней стороне крышки а также с надписью ре реhd hdpe относятся   крышечки от пластиковых бутылок из под молока кефира питьевых йогуртов сливок ряженки и прочих кисломолочных продуктов в том числе имунеле на этих крышечках в большинстве есть маркировка но могут встречаться и без все они подходят производитель не имеет значения  крышечки от пластиковых бутылок от любой воды все подходят даже если нет маркировки производитель не имеет значения  крышечки от пластиковых бутылок из под соков и газированных напитков точно также не всегда может быть указана маркировка все подходят  крышечки от упаковок тетрапак важно на этих крышечках не стоит маркировка есть значок тетрапак они все подходят крышечки от дойпаков например от сгущенки кетчупа майонеза детских пюре на них тоже как правило нет маркировки крышечки подходят  крышечки от литровых канистр из под воды непищевых жидкостей стеклоомывателей  любые другие крышечки с маркировкой в треугольнике   надписью hdpe реhd pe  колечки от крышек и ручки от ти литровых бутылок подходят для акции но во избежание травмирования могут сниматься только взрослыми людьми  другие крышечки с маркировкой   на оборотной стороне крышки к пластиковым крышечкам с маркировкой   треугольнике на внутренней стороне крышки а также с надписью ldpe и pp относятся   пластиковые крышечки от продуктов питания детское пюре в мягкой упаковке пауч от кофе какао детских смесей баночек из под соли майонеза в ведерках упаковок творожного и мягкого сыра и др производитель не имеет значения маркировка может быть не указана  пластиковые крышечки от бытовой химии средства для мытья посуды чистящие средства ополаскиватели для белья освежители воздуха производитель не имеет значения маркировка может быть не указана  пластиковые крышечки от косметических средств шампуни гели для душа зубная паста пена для бритья лаки и мусы для волос различные крема производитель не имеет значения маркировка может быть не указана разное упаковки от киндерсюрпризов бахил пластилина плей до крышки от  литровых бутылей от воды  другие крышечки с маркировкой   в треугольнике и надписями ldpe рр   обязательное требование  крышечки должны быть чистыми не должно быть грязи песка следов масла мыть моющим средством молока кетчупа пюре и других органических остатков не должно быть синтетических шампуни гели чистящие средства загрязнителей вы сдаете крышечки на переработку а не на мусорку спасибо большое за понимание,0
802,продолжаются работы по содержанию территорий зноп местного значения,0
803,какие из мероприятий проведенные в  году вам больше понравились,0
804,единый налог с  годапервым фундаментальным изменением по налогам  года является переход на расчеты с бюджетом посредством уплаты единого налогового платежав результате вместо многочисленных платежек в ифнс можно будет делать одну в том числе в уплату на нескольких налогов деньги будут зачисляться на единый налоговый счет енс налогоплательщика а затем распределяться в погашение его налоговой обязанностибезусловно это нововведение упростит взаиморасчеты однако это не значит что единый налог с  года заменит собой все имеющиеся налоговые платежи енп  это только способ расчетов с казной действующие налоги с нами останутся их попрежнему придется рассчитывать и декларировать если есть такая обязанность в некоторых случаях нужно будет направлять в налоговую уведомления об исчисленных налогах авансах сборах страхвзносах если срок уплаты налога или взноса наступает до срока сдачи отчетности или отчетности по какомуто виду платежа нет　　объединение фсс и пфрвторое значимое изменение  года  объединение пфр и фсс в новый фонд  единый социальный оно повлечет за собой введение единой предельной базы и единого тарифа по всей совокупности страховых взносов изменения в отчетных формах в т ч расчете по страховым взносам и персонифицированных сведенияхновые формы по взносам для ифнс см здесь новые порядок и сроки уплаты взносов  перечисляются в составе енп до  числа следующего месяцатакже с  года отменяется освобождение от взносов на осс от вним для выплат по гражданскоправовым договорам в результате такие работники получат право на оплату соцпособий но не все из них сразу,0
